longitudinal_distribution_cr,longitudinal_distribution_er,longitudinal_distribution_mr,longitudinal_distribution_hr,longitudinal_distribution_ep,longitudinal_distribution_mp,longitudinal_distribution_est,longitudinal_distribution_out,transversal_distribution_rich,transversal_distribution_bcsa,transversal_distribution_ppdsa,transversal_distribution_mapb,transversal_distribution_tmpw,transversal_distribution_lake,transversal_distribution_gw,altitude_low,altitude_pie,altitude_alt,substrate_fbcp,substrate_grvl,substrate_sand,substrate_silt,substrate_macp,substrate_micp,substrate_twro,substrate_odli,substrate_mud,current_velocity_null,current_velocity_slow,current_velocity_medium,current_velocity_fast,temperature_psy,temperature_the,temperature_eut,p_h_4,p_h_4_4_5,p_h_4_5_5,p_h_5_5_5,p_h_5_5_6,p_h_6,salinity_frw,salinity_brw,saprobity_x,saprobity_o,saprobity_b,saprobity_a,saprobity_p,trophic_status_oli,trophic_status_meso,trophic_status_eu,food_mior,food_detl1,food_dpg1,food_limi,food_lima,food_dag1,food_lmic,food_lmac,food_vert,feeding_habits_abs,feeding_habits_dpf,feeding_habits_shr,feeding_habits_scr,feeding_habits_fif,feeding_habits_pie,feeding_habits_pre,feeding_habits_par,locomotion_flr,locomotion_ssw,locomotion_wsw,locomotion_crw,locomotion_bur,locomotion_int,locomotion_tat,locomotion_pat,respiration_teg,respiration_gil,respiration_pls,respiration_spi,respiration_ves,resistance_forms_egg,resistance_forms_coc,resistance_forms_hou,resistance_forms_did,resistance_forms_non,maximal_potential_size_0_25_cm,maximal_potential_size_0_25_0_5_cm,maximal_potential_size_0_5_1_cm,maximal_potential_size_1_2_cm,maximal_potential_size_2_4_cm,maximal_potential_size_4_8_cm,maximal_potential_size_8_cm,dispersal_aquatic_passive,dispersal_aquatic_active,dispersal_aerial_passive,dispersal_aerial_active,life_cycle_duration_1_year,life_cycle_duration_1_year_2,potential_number_of_cycles_per_year_1,potential_number_of_cycles_per_year_1_2,potential_number_of_cycles_per_year_1_3,reproduction_ovo,reproduction_fie,reproduction_cie,reproduction_fic,reproduction_frc,reproduction_vec,reproduction_tec,reproduction_ase,aquatic_stages_egg,aquatic_stages_larva,aquatic_stages_nymph,aquatic_stages_adult
0.11764705882352941,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.11764705882352941,0,0.17647058823529413,0.2,0.2,0.3,0,0,0.3,0,1,0,0,0.36363636363636365,0.2727272727272727,0,0,0.2727272727272727,0,0,0.09090909090909091,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0,0,1,0,1,1,1,2,3,0.75,0.25,0,0.16666666666666666,0.5,0.3333333333333333,0,0,0.75,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0.75,0,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0.25,0.75,0,1,0,0.6666666666666666,0,0,0,0.3333333333333333,0,0,0,0.375,0.375,0,0.25
0.1794871794871795,0.3333333333333333,0.15384615384615385,0.20512820512820512,0.05128205128205128,0.02564102564102564,0,0.05128205128205128,0.625,0.25,0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0,0.47619047619047616,0.42857142857142855,0.09523809523809523,0.625,0.09375,0.0625,0,0.03125,0.15625,0,0.03125,0,0,0.4117647058823529,0.47058823529411764,0.11764705882352941,0.5384615384615384,0,0.46153846153846156,0,0,0,0.25,1,2.25,1,0,0.3333333333333333,0.4,0.26666666666666666,0,0,0.8571428571428571,0.14285714285714285,0,0,0.13043478260869565,0,0.8695652173913043,0,0,0,0,0,0,0.07692307692307693,0,0.9230769230769231,0,0,0,0,0,0,0,0.4444444444444444,0,0,0.5555555555555556,0,1,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0,0.9230769230769231,0.07692307692307693,0,0,0,0.21052631578947367,0.3684210526315789,0.21052631578947367,0.21052631578947367,0.9230769230769231,0.07692307692307693,0.07142857142857142,0.7857142857142857,0.14285714285714285,0,0,0,1,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
0.0975609756097561,0.24390243902439024,0.21951219512195122,0.1951219512195122,0.0975609756097561,0.04878048780487805,0.024390243902439025,0.07317073170731707,0.4117647058823529,0.4117647058823529,0,0,0.058823529411764705,0.11764705882352941,0,0.6666666666666666,0.2,0.13333333333333333,0.4838709677419355,0.1935483870967742,0.16129032258064516,0,0.12903225806451613,0,0,0.03225806451612903,0,0.043478260869565216,0.21739130434782608,0.5217391304347826,0.21739130434782608,0.25,0,0.75,0,0,0,0.75,1.25,2.25,0.9230769230769231,0.07692307692307693,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.09090909090909091,0,0.55,0.4,0.05,0,0.16666666666666666,0.20833333333333334,0.625,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0.8260869565217391,0,0,0.13043478260869565,0.043478260869565216,0.4,0.6,0,0,0,0,0,0,0,1,0,0,0.6428571428571429,0.35714285714285715,0,0,0,0.2,0.2,0.2,0.4,1,0,0,1,0,0,0,0.2857142857142857,0.7142857142857143,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0.2857142857142857,0.42857142857142855,0.14285714285714285,0,0,0.14285714285714285,0,1,0,0,0.2,0,0.2,0.4,0,0,0,0,0.2,0.16666666666666666,0.3333333333333333,0.5,0,0,0,1,0,0,2,3,3,3,1,0,0,0.16666666666666666,0.5,0.3333333333333333,0,0.5,0.3333333333333333,0.16666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.8,0,0,0,0.25,0.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4,0,0,0.6,0,1,1,0,0,0,0.25,0.75,0,0,0,0,0,0.5,0.5,0,0
0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.14285714285714285,0,0.2857142857142857,0,0.3333333333333333,0.5555555555555556,0,0.1111111111111111,0,0,1,0,0,0.16666666666666666,0.05555555555555555,0,0.05555555555555555,0.2777777777777778,0.05555555555555555,0,0.16666666666666666,0.2222222222222222,0.5,0.3333333333333333,0.16666666666666666,0,0,0,1,0,0,1,1,3,3,0.75,0.25,0,0.4,0.4,0.2,0,0.2,0.6,0.2,0,0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0.25,0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0.5,0.5,0,0,0.75,0.25,0,1,0,0,0,0,1,0,0,0,0,0.5,0,0,0.5
0,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.42857142857142855,0.15,0.3,0.3,0.15,0,0.09999999999999999,0,0.8999999999999999,0.09999999999999999,0,0.1,0.1,0.05,0,0.55,0,0.05,0.1,0.05,0.5,0.2777777777777778,0.16666666666666666,0.05555555555555555,0,0,1,0.3333333333333333,0.3333333333333333,1,1,1,2.6666666666666665,0.8999999999999999,0.09999999999999999,0,0.2222222222222222,0.6666666666666666,0.1111111111111111,0,0.07692307692307693,0.46153846153846156,0.46153846153846156,0,0,0,0,0,0,0.25,0.75,0,0,0,0.5,0,0,0.5,0,0,0.1,0.3,0.3,0.3,0,0,0,0,0.14285714285714285,0.42857142857142855,0,0.42857142857142855,0,0,0,0,0,1,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0.1176470588235294,0.3529411764705882,0,0.5294117647058824,0.25,0.75,0,1,0,0,0,0,1,0,0,0,0,0.375,0.375,0,0.25
0,0.16666666666666666,0.25,0.3333333333333333,0.08333333333333333,0.08333333333333333,0,0.08333333333333333,0.16666666666666666,0.5,0.16666666666666666,0,0,0.16666666666666666,0,0.75,0.25,0,0,0,0.1,0.1,0.2,0,0.2,0.3,0.1,0,1,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0.4,0.4,0.2,0,0.25,0.75,0,0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0.25,0.75,0,0,0,0.5,0,0,0.25,0.25,0,0,1,0,0,0,0,0.25,0.25,0.25,0.25,1,0,0,1,0,0,0.25,0.75,0,0,0,0,0,0.5,0.5,0,0
0,0.049999999999999996,0.19999999999999998,0.19999999999999998,0.049999999999999996,0,0,0.5,0.15,0.25,0.3,0.25,0,0.049999999999999996,0,0.6923076923076924,0.23076923076923078,0.07692307692307693,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.12903225806451613,0.3225806451612903,0,0.03225806451612903,0.12903225806451613,0.16129032258064516,0.5,0.35714285714285715,0.14285714285714285,0,0.09999999999999999,0,0.8999999999999999,0,0.3333333333333333,0.6666666666666666,1,1.3333333333333333,3,0.8181818181818182,0.18181818181818182,0,0.23076923076923073,0.5384615384615384,0.23076923076923073,0,0.2352941176470588,0.4117647058823529,0.3529411764705882,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0.14285714285714285,0,0.42857142857142855,0.42857142857142855,0,0,0,0,0.4,0.15000000000000002,0,0.45000000000000007,0,0,0,0,0,1,0,1,0,0,0,0,0,0.2,0.2,0,0.6,0.25,0.75,0,0.25,0.75,0,0,0,0.6666666666666666,0,0.3333333333333333,0,0,0.375,0.375,0,0.25
0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,0.2727272727272727,0.18181818181818182,0,0.2727272727272727,0,0.09090909090909091,0.18181818181818182,0.75,0.25,0,0.125,0.25,0.125,0.125,0.125,0,0,0,0.25,0.2,0.4,0.4,0,1,0,0,0,0,0,3,3,2,1,0,0,0.5,0.5,0,0,1,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0,0.75,0,0,1,0,0,0,0,0,0.3333333333333333,0,0,0.6666666666666666,0,0,0,0,0,0,1,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0.25
0,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.07692307692307693,0,0.07692307692307693,0.5,0.25,0,0,0,0.25,0,1,0,0,0.45454545454545453,0.18181818181818182,0.09090909090909091,0,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0,0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0,0,1,1,1,1,2,2,3,1,0,0,0.2,0.6,0.2,0,0,0.75,0.25,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.1111111111111111,0,0,0,0,0,0.16666666666666666,0.3333333333333333,0.5,0,0,0,0,0,0,0.16666666666666666,0.8333333333333334,0,0,0,0,0.25,0.75,0,0,0,0.2,0,0,0.4,0.4,0,0,0,1,0,0,0,0.375,0.125,0.125,0.375,0.75,0.25,0.25,0.75,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0.5,0.5,0,0
0,0.1,0.1,0.1,0.1,0.1,0,0.5,0,0.1,0.3,0.3,0.1,0.2,0,1,0,0,0,0,0,0,0.375,0,0,0.375,0.25,0.5,0.5,0,0,0,0,1,2,3,3,3,3,3,0.6,0.4,0,0,0.25,0.75,0,0.2,0.2,0.6,0,0,0.5,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0,0,0,0,0.42857142857142855,0.2857142857142857,0,0.2857142857142857,0,0,0.16666666666666666,0,0.8333333333333334,0,0,0,0,0,0.16666666666666666,0,0.3333333333333333,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0,0.5,1,0,0,0.5,0.5,0,0,0.2,0.6,0,0.2,0,0,0.375,0.375,0,0.25
0,0,0.2,0.2,0.2,0.2,0,0.2,0,0.4444444444444444,0.3333333333333333,0,0,0.2222222222222222,0,1,0,0,0.2727272727272727,0,0,0,0.45454545454545453,0,0.2727272727272727,0,0,0,1,0,0,0,0.5,0.5,0,0,0,0,0,3,0.75,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0,0.25,0,0,0,0,0.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.3333333333333333,0.16666666666666666,0,0,0.75,0.25,0,0,0,1,0,1,0,0,0,0,0.4,0,0,0,0.6,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
0.1176470588235294,0.20588235294117646,0.20588235294117646,0.20588235294117646,0.08823529411764705,0,0,0.1764705882352941,0.15789473684210528,0.26315789473684215,0.21052631578947367,0.21052631578947367,0.10526315789473684,0.05263157894736842,0,0.6428571428571428,0.21428571428571427,0.14285714285714285,0.19230769230769232,0.15384615384615385,0.07692307692307693,0,0.23076923076923078,0.19230769230769232,0,0.07692307692307693,0.07692307692307693,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.09999999999999999,0,0.8999999999999999,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,3,0.6923076923076924,0.3076923076923077,0,0.4,0.4,0.2,0,0.2,0.4666666666666667,0.33333333333333337,0,0.25,0,0.75,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0.14285714285714285,0,0.42857142857142855,0.42857142857142855,0,0,0,0,0,0,0.4666666666666667,0.5333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0.29411764705882354,0.1764705882352941,0,0.5294117647058824,0.25,0.75,0,0.75,0.25,0,0,0,0,0,0,1,0,0.5624999999999999,0,0,0.4375
0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0,0.45454545454545453,0,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.2727272727272727,0,1,0,0,0.3333333333333333,0,0,0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0,0,0.5,0.5,0,0,0,0,1,0,0,1,1,1,3,0.75,0.25,0,0,0.4,0.6,0,0.2,0.6,0.2,0,0,0,0,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0,0,0,0,0,0,1,0,0,0.14285714285714285,0.5714285714285714,0,0.2857142857142857,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0.75,0,0,0,0.2,0.6,0,0.2,1,0,0,0.75,0.25,0,0,0.25,0,0,0.75,0,0,0,0.5,0,0.5
0,0,0,0,0,0,0,1,0,0,0.4705882352941177,0.49411764705882355,0.011764705882352941,0.023529411764705882,0,0.9318181818181818,0.06818181818181818,0,0,0,0,0.005988023952095808,0.25149700598802394,0.23952095808383234,0,0.25149700598802394,0.25149700598802394,0.9767441860465116,0.02325581395348837,0,0,0,0,1,0.42857142857142855,0.5714285714285714,1.0714285714285714,1.2142857142857142,1.4285714285714286,2.5,0.6721311475409836,0.3278688524590164,0,0.03846153846153846,0.36538461538461536,0.5769230769230769,0.01923076923076923,0.04081632653061224,0.10204081632653061,0.8571428571428571,0,0,0,0.3829787234042553,0.02127659574468085,0,0.4042553191489362,0.19148936170212766,0,0,0,0.7241379310344829,0,0,0,0.27586206896551724,0,0.14285714285714285,0,0.42857142857142855,0.42857142857142855,0,0,0,0,0.20779220779220778,0.03896103896103896,0.20779220779220778,0.5454545454545454,0,0,0,0.07142857142857142,0,0.9285714285714285,0,0.5306122448979592,0.2857142857142857,0.08163265306122448,0.04081632653061224,0.061224489795918366,0,0.017543859649122806,0.2456140350877193,0,0.736842105263158,0.23529411764705882,0.7647058823529411,0,0.75,0.25,0,0,0,0.8571428571428572,0.07142857142857142,0.07142857142857142,0,0,0.375,0.375,0,0.25
0.10256410256410256,0.1794871794871795,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.07692307692307693,0,0.02564102564102564,0.5294117647058824,0.4117647058823529,0,0,0,0.0588235294117647,0,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.5,0.17857142857142858,0.03571428571428571,0,0.14285714285714285,0,0.14285714285714285,0,0,0,0.1764705882352941,0.5294117647058824,0.29411764705882354,0.36363636363636365,0.09090909090909091,0.5454545454545455,0,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,3,1,0,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.23076923076923078,0,0.28571428571428575,0.4285714285714286,0.28571428571428575,0,0.30434782608695654,0.043478260869565216,0.21739130434782608,0.08695652173913043,0,0.2608695652173913,0.08695652173913043,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0.4,0,0,0.6,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0.5833333333333334,0.3333333333333333,0.08333333333333333,0,0,0.36,0.15999999999999998,0.12,0.36,0.8999999999999999,0.09999999999999999,0.07692307692307693,0.6153846153846154,0.3076923076923077,0,0,0,1,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
0.047619047619047616,0.10714285714285714,0.13095238095238096,0.21428571428571427,0.11904761904761904,0.10714285714285714,0.011904761904761904,0.2619047619047619,0.18840579710144925,0.2753623188405797,0.21739130434782608,0.043478260869565216,0.02898550724637681,0.24637681159420288,0,0.7931034482758621,0.13793103448275862,0.06896551724137931,0.23456790123456792,0.04938271604938271,0.037037037037037035,0.012345679012345678,0.4074074074074074,0.07407407407407407,0.09876543209876543,0.04938271604938271,0.037037037037037035,0.23076923076923075,0.38461538461538464,0.2692307692307692,0.11538461538461538,0.07692307692307691,0.23076923076923075,0.6923076923076923,0,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.8888888888888888,2.3333333333333335,0.8999999999999999,0.09999999999999999,0.14705882352941177,0.2647058823529412,0.3823529411764706,0.2058823529411765,0,0.3846153846153846,0.3589743589743589,0.2564102564102564,0,0.24137931034482757,0.051724137931034475,0.24137931034482757,0.43103448275862066,0,0,0.034482758620689655,0,0,0.13513513513513514,0.13513513513513514,0.21621621621621623,0,0.5135135135135136,0,0,0,0,0.05128205128205128,0.6410256410256411,0,0,0.3076923076923077,0,0.8666666666666667,0.13333333333333333,0,0,0,0,0,0,0,1,0.2058823529411765,0.676470588235294,0.11764705882352941,0,0,0,0,0.20930232558139536,0.20930232558139536,0.37209302325581395,0.20930232558139536,1,0,0,0.3125,0.6875,0,0,0,1,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
0,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0.3,0,0.1,0.3,0.3,1,0,0,0,0,0,1,0,0,1,1,2,3,1,0,0,0,0.375,0.375,0.25,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,0.14285714285714285,0,0.42857142857142855,0.42857142857142855,0,0,0,0,0.2857142857142857,0.2857142857142857,0,0.42857142857142855,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.25,0,0.75,0,1,0,0.25,0.75,0,0,0,1,0,0,0,0,0.375,0.375,0,0.25
0,0,0,0.09090909090909091,0.2727272727272727,0.2727272727272727,0,0.36363636363636365,0,0.125,0.25,0.25,0.125,0.25,0,0.4,0.4,0.2,0.16666666666666666,0,0,0,0.4166666666666667,0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.75,0.25,0,0,0,0,1,1,1,1,3,3,3,0.6,0.4,0,0.2,0.6,0.2,0,0,1,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0,0,0,1,0,0,0,0.2,0.2,0,0.6,1,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0.4,0.6,0,0
0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.05555555555555555,0,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0,0.4,0.4,0.2,0.23076923076923078,0.15384615384615385,0.15384615384615385,0,0.23076923076923078,0,0.07692307692307693,0.15384615384615385,0,0,0.16666666666666666,0.5,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0,0,0,1,3,3,1,0,0.3333333333333333,0.5,0.16666666666666666,0,0,0.6,0.4,0,0,0,0,0.2857142857142857,0,0,0.14285714285714285,0.5714285714285714,0,0,0,0.6,0.2,0,0,0.2,0,0,0,0,0.8,0,0.2,0,0,1,0,0,0,0,0.5,0,0,0.25,0.25,0,0,0.25,0.75,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.25,0.75,0.4,0.6,0,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0.5,0.5,0,0
0,0,0,0,0.4,0.3,0.3,0,0,1,0,0,0,0,0,1,0,0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.3333333333333333,0.5,0.16666666666666666,0,0,0,0,0.1,0.3,0.3,0.3,0,0,0,0,0,0,0.25,0,0.75,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.25,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
0.2,0.23333333333333334,0.2,0.1,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.1,0.16666666666666666,0.5833333333333334,0,0,0.08333333333333333,0.16666666666666666,0,0.7272727272727273,0.27272727272727276,0,0.21212121212121213,0.0606060606060606,0.18181818181818182,0,0.18181818181818182,0,0.21212121212121213,0.15151515151515152,0,0.2,0.4,0.33333333333333337,0.06666666666666667,0.5,0,0.5,0,0,0.3333333333333333,1.3333333333333333,2,2.6666666666666665,0.8999999999999999,0.09999999999999999,0.30000000000000004,0.30000000000000004,0.4,0,0,0.6428571428571428,0.35714285714285715,0,0,0,0.9333333333333333,0.06666666666666667,0,0,0,0,0,0,0,0.8999999999999999,0.09999999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0.6000000000000001,0.4,0,0,0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.6000000000000001,0.4,0.3,0.6,0.09999999999999999,0,0,0,1,0,0,0,0,0.3461538461538462,0.3076923076923077,0.3461538461538462,0
0.029850746268656716,0.08208955223880597,0.08208955223880597,0.1417910447761194,0.20149253731343283,0.1791044776119403,0.04477611940298507,0.23880597014925373,0.07792207792207792,0.28571428571428575,0.19480519480519481,0.06493506493506493,0.05194805194805195,0.3246753246753247,0,0.9090909090909092,0.060606060606060615,0.030303030303030307,0.20560747663551404,0.04672897196261683,0.12149532710280375,0.028037383177570093,0.308411214953271,0.01869158878504673,0.15887850467289721,0.056074766355140186,0.056074766355140186,0.2631578947368421,0.5087719298245613,0.21052631578947367,0.017543859649122806,0.041666666666666664,0.041666666666666664,0.9166666666666666,0.1,0.3,1,2.1,2.4,3,0.8108108108108107,0.18918918918918917,0.043478260869565216,0.17391304347826086,0.5434782608695652,0.23913043478260868,0,0.3111111111111111,0.4,0.2888888888888889,0,0.22388059701492538,0.029850746268656716,0.1791044776119403,0.4626865671641791,0,0.04477611940298507,0.05970149253731343,0,0,0.07692307692307693,0.5769230769230769,0.28846153846153844,0,0,0.038461538461538464,0.019230769230769232,0,0,0.1568627450980392,0.8235294117647058,0.0196078431372549,0,0,0,0.5333333333333333,0.4666666666666667,0,0,0,0,0,0,0.07407407407407407,0.9259259259259258,0,0,0.6923076923076923,0.30769230769230765,0,0,0,0.23214285714285718,0.17857142857142858,0.17857142857142858,0.4107142857142857,0.9677419354838709,0.03225806451612903,0,0.9375,0.0625,0,0,0,0.9677419354838709,0.03225806451612903,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
0,0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0,0,0.2222222222222222,0.1,0.3,0.1,0.1,0.3,0.1,0,0.75,0.25,0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0,0.25,0,0.16666666666666666,0.25,0,0.6,0.4,0,0,0,0,1,1,1,1,3,3,3,1,0,0,0.2,0.6,0.2,0,0.25,0.75,0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0.2857142857142857,0.5714285714285714,0,0.14285714285714285,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,1,0,0,1,0,0,0.25,0.75,0,0,0,0,0,0.5,0.5,0,0
0,0.125,0.25,0.25,0.125,0,0,0.25,0,0.2,0.3,0.3,0,0.2,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0.8,0,0,0.2,0,0.75,0.25,0,0,0,0,1,1,1,1,3,3,2,0.6,0.4,0,0,1,0,0,0.25,0.75,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0.2,0.8,0,0,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0.75,0,0,0,0.25,0,0,0,0.25,0.75,0,0,0,0.25,0,0.75,1,0,0,0.75,0.25,0,0,0,0,0,0.5,0.5,0,0.25,0.75,0,0
0.10526315789473684,0.21052631578947367,0.2631578947368421,0.21052631578947367,0.15789473684210525,0,0,0.05263157894736842,0.45454545454545453,0.2727272727272727,0.09090909090909091,0,0,0.09090909090909091,0.09090909090909091,0.5,0.3333333333333333,0.16666666666666666,0.19047619047619047,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.19047619047619047,0,0.19047619047619047,0.09523809523809523,0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.4,0,0.6,1,1,2,3,3,3,1,0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0,0,0.75,0.25,0,0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0,0.625,0.25,0.125,0,0,1,0,0,0,0,0.25,0,0,0,0.75,0,0,0.75,0.25,0,0,0,0.4,0.4,0,0.2,0.75,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0
0.125,0.125,0.125,0.125,0,0,0,0.5,0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0,0,0.16666666666666666,0.25,0.16666666666666666,0,0,0.25,0.16666666666666666,0.6,0.4,0,0,0,0,1,3,3,3,2,2,2,1,0,0,0,0.6,0.4,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0,0.75,0.25,0.75,0.75,0.25,0,0,0.4,0.6,0,0,0,0,0,0.5,0.5,0,0
